Nemo	talk.1	4	rater4	Wir sehen Licht, das vom Mond reflektiert wird.	We see light reflected off the Moon.	-1	-1	no-error
Online-W	talk.1	4	rater4	Wir sehen Licht, das vom Mond reflektiert wird.	We see light reflected off the Moon.	-1	-1	no-error
UEdin	talk.1	4	rater4	Wir sehen Licht, das vom Mond reflektiert wird.	We see light reflected off the Moon.	-1	-1	no-error
VolcTrans-AT	talk.1	4	rater3	Wir sehen Licht, das vom Mond reflektiert wird.	We see light reflected off the Moon.	-1	-1	no-error
VolcTrans-GLAT	talk.1	4	rater1	Wir sehen Licht, das vom Mond reflektiert wird.	We see light reflected off the Moon.	-1	-1	no-error
eTranslation	talk.1	4	rater3	Wir sehen Licht, das vom Mond reflektiert wird.	We see light reflected off the Moon.	-1	-1	no-error
metricsystem1	talk.1	4	rater2	Wir sehen Licht, das vom Mond reflektiert wird.	We see light reflected off the Moon.	-1	-1	no-error
metricsystem2	talk.1	4	rater4	Wir sehen Licht vom Mond reflektiert.	We see light reflected off the Moon.	-1	-1	no-error
metricsystem3	talk.1	4	rater3	Wir sehen Licht vom Mond reflektiert.	We see light reflected off the Moon.	0	36	minor
metricsystem4	talk.1	4	rater3	Wir sehen Licht, das vom Mond reflektiert wird.	We see light reflected off the Moon.	-1	-1	no-error
metricsystem5	talk.1	4	rater1	Wir sehen Licht, das vom Mond reflektiert wird.	We see light reflected off the Moon.	-1	-1	no-error
ref	talk.1	4	rater2	Wir sehen Licht, das vom Mond reflektiert wird.	We see light reflected off the Moon.	-1	-1	no-error
Facebook-AI	talk.1	5	rater1	Und in der Zeit, seit Galileo das rudimentäre Teleskop auf die Himmelskörper gerichtet hat, ist das bekannte Universum durch Licht zu uns gekommen, über weite Epochen der kosmischen Geschichte hinweg.	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	100 77	108 90	minor minor
HuaweiTSC	talk.1	5	rater3	Und in der Zeit, seit Galileo dieses rudimentäre Teleskop auf die Himmelskörper gerichtet hat, ist das bekannte Universum durch Licht zu uns gekommen, über weite Epochen der kosmischen Geschichte hinweg.	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	-1	-1	no-error
Nemo	talk.1	5	rater4	Und in der Zeit, seit Galilei dieses rudimentäre Teleskop auf die Himmelskörper gerichtet hat, ist das bekannte Universum durch Licht zu uns gekommen, durch weite Epochen der kosmischen Geschichte.	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	112 37	149 48	minor minor
Online-W	talk.1	5	rater4	Und in der Zeit, seit Galileo dieses rudimentäre Teleskop auf die Himmelskörper richtete, ist das bekannte Universum durch Licht zu uns gekommen, über weite Epochen der kosmischen Geschichte.	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	117 37	144 48	minor minor
UEdin	talk.1	5	rater4	Und in der Zeit, seit Galileo dieses rudimentäre Teleskop auf die Himmelskörper zeigte, ist das bekannte Universum durch Licht zu uns gekommen, über weite Epochen der kosmischen Geschichte hinweg.	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	79 88	89 198	major major
VolcTrans-AT	talk.1	5	rater3	Und in der Zeit, seit Galileo sein rudimentäres Teleskop auf die Himmelskörper richtete, ist das bekannte Universum durch Licht zu uns gekommen, über weite Epochen der kosmischen Geschichte.	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	-1	-1	no-error
VolcTrans-GLAT	talk.1	5	rater1	Und in der Zeit, seit Galileo dieses rudimentäre Teleskop auf die Himmelskörper gerichtet hat, ist das bekannte Universum durch das Licht zu uns gekommen, über weite Epochen der kosmischen Geschichte hinweg.	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	-1	-1	no-error
eTranslation	talk.1	5	rater3	Und in der Zeit, seit Galileo auf dieses rudimentäre Teleskop an den Himmelskörpern hinwies, ist das bekannte Universum durch Licht zu uns gekommen, über weite Epochen der kosmischen Geschichte hinweg.	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	30	94	major
metricsystem1	talk.1	5	rater2	Und in der Zeit, seit Galileo dieses rudimentäre Teleskop auf die Himmelskörper gerichtet hat, ist das bekannte Universum durch das Licht zu uns gekommen, über weite Epochen der kosmischen Geschichte hinweg.	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	-1	-1	no-error
metricsystem2	talk.1	5	rater4	Und in der Zeit, seit Galileo dieses rudimentäre Teleskop auf die Himmelskörper gerichtet hat, ist das bekannte Universum durch Licht über weite Epochen in der kosmischen Geschichte zu uns gekommen.	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	134	197	minor
metricsystem3	talk.1	5	rater3	Und in der Zeit, seit Galileo dieses rudimentäre Teleskop auf die Himmelskörper gerichtet hat, ist das bekannte Universum durch Licht über weite Zeiträume in der kosmischen Geschichte zu uns gekommen.	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	-1	-1	no-error
metricsystem4	talk.1	5	rater3	Und in der Zeit, seit Galilei dieses rudimentäre Teleskop auf die Himmelskörper gerichtet hat, ist das bekannte Universum durch Licht zu uns gekommen, über weite Epochen der kosmischen Geschichte hinweg.	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	-1	-1	no-error
metricsystem5	talk.1	5	rater1	Und in der Zeit, seit Galilei dieses rudimentäre Teleskop auf die Himmelskörper gerichtet hat, ist das bekannte Universum durch das Licht zu uns gekommen, über riesige Epochen der kosmischen Geschichte hinweg.	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	103	111	minor
ref	talk.1	5	rater2	und in der Zeit, die vergangen ist, seit Galileo jenes rudimentäre Teleskop auf die Himmelskörper richtete, ist das uns bekannte Universum als sichtbares Licht zu uns gereist und hat dabei unermessliche Zeitalter kosmischer Geschichte durchquert.	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	-1	-1	no-error
Facebook-AI	talk.1	6	rater1	Und mit all unseren modernen Teleskopen konnten wir diesen atemberaubenden Stummfilm des Universums sammeln – diese Reihe von Schnappschüssen, die bis zum Urknall zurückreichen.	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	100	107	minor
HuaweiTSC	talk.1	6	rater3	Und mit all unseren modernen Teleskopen konnten wir diesen atemberaubenden Stummfilm des Universums sammeln - diese Serie von Schnappschüssen, die bis zum Urknall zurückreichen.	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	-1	-1	no-error
Nemo	talk.1	6	rater4	Und mit all unseren modernen Teleskopen waren wir in der Lage, diesen atemberaubenden Stummfilm des Universums zu sammeln - diese Serie von Schnappschüssen, die bis zum Urknall zurückreichen.	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	86	158	major
Online-W	talk.1	6	rater4	Und mit all unseren modernen Teleskopen waren wir in der Lage, diesen atemberaubenden Stummfilm des Universums zu sammeln - diese Serie von Schnappschüssen, die bis zum Urknall zurückreichen.	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	86	124	major
UEdin	talk.1	6	rater4	Und mit all unseren modernen Teleskopen konnten wir diesen atemberaubenden Stummfilm des Universums sammeln - diese Reihe von Schnappschüssen, die bis zum Urknall zurückreichen.	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	110 52	144 110	major major
VolcTrans-AT	talk.1	6	rater3	Und mit all unseren modernen Teleskopen waren wir in der Lage, diesen atemberaubenden Stummfilm des Universums zu sammeln - diese Serien von Schnappschüssen, die bis zum Urknall zurückreichen.	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	-1	-1	no-error
VolcTrans-GLAT	talk.1	6	rater1	Und mit all unseren modernen Teleskopen konnten wir diesen atemberaubenden Stummfilm des Universums sammeln – diese Serie von Schnappschüssen, die bis zum Urknall zurückreichen.	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	-1	-1	no-error
eTranslation	talk.1	6	rater3	Und mit all unseren modernen Teleskopen konnten wir diesen atemberaubenden Stummfilm des Universums sammeln – diese Serie von Schnappschüssen, die bis zum Urknall zurückreichen.	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	-1	-1	no-error
metricsystem1	talk.1	6	rater2	Und mit all unseren modernen Teleskopen konnten wir diesen atemberaubenden Stummfilm des Universums sammeln – diese Serie von Schnappschüssen, die bis zum Urknall zurückreichen.	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	-1	-1	no-error
metricsystem2	talk.1	6	rater4	Und mit all unseren modernen Teleskopen konnten wir diesen atemberaubenden Stummfilm des Universums sammeln - diese Serie von Schnappschüssen, die bis zum Urknall zurückreichen.	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	100	110	major
metricsystem3	talk.1	6	rater3	Mit all unseren modernen Teleskopen ist es uns gelungen, diesen atemberaubenden Stummfilm des Universums zu sammeln - diese Schnappschussserie, die bis zum Urknall zurückreicht.	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	108 124	115 142	minor minor
metricsystem4	talk.1	6	rater3	Und mit all unseren modernen Teleskopen konnten wir diesen atemberaubenden Stummfilm des Universums sammeln – diese Serie von Schnappschüssen, die bis zum Urknall zurückreichen.	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	-1	-1	no-error
metricsystem5	talk.1	6	rater1	Und mit all unseren modernen Teleskopen konnten wir diesen atemberaubenden Stummfilm des Universums sammeln – diese Reihe von Schnappschüssen, die bis zum Urknall zurückreichen.	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	100	107	minor
ref	talk.1	6	rater2	Mit Hilfe all unserer modernen Teleskope haben wir das alles studieren können: diesen beeindruckenden Stummfilm des Universums, diese Serie von Schnappschüssen, die bis zum Urknall zurückreichen.	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	-1	-1	no-error
Facebook-AI	talk.1	7	rater1	Und doch ist das Universum kein Stummfilm, weil das Universum nicht stumm ist.	And yet, the universe is not a silent movie because the universe isn't silent.	-1	-1	no-error
HuaweiTSC	talk.1	7	rater3	Und doch ist das Universum kein Stummfilm, weil das Universum nicht stumm ist.	And yet, the universe is not a silent movie because the universe isn't silent.	-1	-1	no-error
Nemo	talk.1	7	rater4	Und doch ist das Universum kein Stummfilm, weil das Universum nicht stumm ist.	And yet, the universe is not a silent movie because the universe isn't silent.	68	77	minor
Online-W	talk.1	7	rater4	Und doch ist das Universum kein Stummfilm, denn das Universum ist nicht stumm.	And yet, the universe is not a silent movie because the universe isn't silent.	72	78	minor
UEdin	talk.1	7	rater4	Und doch ist das Universum kein Stummfilm, weil das Universum nicht schweigt.	And yet, the universe is not a silent movie because the universe isn't silent.	62	79	major
VolcTrans-AT	talk.1	7	rater3	Und doch ist das Universum kein Stummfilm, denn das Universum ist nicht stumm.	And yet, the universe is not a silent movie because the universe isn't silent.	-1	-1	no-error
VolcTrans-GLAT	talk.1	7	rater1	Und doch ist das Universum kein Stummfilm, weil das Universum nicht stumm ist.	And yet, the universe is not a silent movie because the universe isn't silent.	-1	-1	no-error
eTranslation	talk.1	7	rater1	Und doch ist das Universum kein Stummfilm, weil das Universum nicht schweigt.	And yet, the universe is not a silent movie because the universe isn't silent.	-1	-1	no-error
metricsystem1	talk.1	7	rater2	Und doch ist das Universum kein Stummfilm, weil das Universum nicht stumm ist.	And yet, the universe is not a silent movie because the universe isn't silent.	-1	-1	no-error
metricsystem2	talk.1	7	rater4	Und doch ist das Universum kein Stummfilm, weil das Universum nicht still ist.	And yet, the universe is not a silent movie because the universe isn't silent.	-1	-1	no-error
metricsystem3	talk.1	7	rater2	Und doch ist das Universum kein Stummfilm, weil das Universum nicht still ist.	And yet, the universe is not a silent movie because the universe isn't silent.	-1	-1	no-error
metricsystem4	talk.1	7	rater3	Und doch ist das Universum kein Stummfilm, weil das Universum nicht stumm ist.	And yet, the universe is not a silent movie because the universe isn't silent.	-1	-1	no-error
metricsystem5	talk.1	7	rater1	Und dennoch ist das Universum kein Stummfilm, weil das Universum nicht still ist.	And yet, the universe is not a silent movie because the universe isn't silent.	-1	-1	no-error
ref	talk.1	7	rater3	Aber das Universum ist kein Stummfilm, denn das Universum ist nicht stumm.	And yet, the universe is not a silent movie because the universe isn't silent.	-1	-1	no-error
Facebook-AI	talk.1	8	rater1	Ich möchte Sie davon überzeugen, dass das Universum einen Soundtrack hat und dass dieser Soundtrack im Raum selbst gespielt wird, weil der Raum wie eine Trommel wackeln kann.	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	103 139	107 143	minor minor
HuaweiTSC	talk.1	8	rater3	Ich möchte Sie davon überzeugen, dass das Universum einen Soundtrack hat und dass der Soundtrack auf dem Weltraum selbst abgespielt wird, denn der Weltraum kann wackeln wie eine Trommel.	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	156	185	minor
Nemo	talk.1	8	rater4	Ich möchte Sie davon überzeugen, dass das Universum einen Soundtrack hat und dieser Soundtrack auf dem Weltraum selbst gespielt wird, weil der Raum wie eine Trommel wackeln kann.	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	165	172	minor
Online-W	talk.1	8	rater4	Ich möchte Sie davon überzeugen, dass das Universum einen Soundtrack hat und dieser Soundtrack wird auf dem Weltraum selbst gespielt, denn der Weltraum kann wie eine Trommel wackeln.	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	174	181	minor
UEdin	talk.1	8	rater4	Ich möchte Sie davon überzeugen, dass das Universum einen Soundtrack hat und dass der Soundtrack auf dem Weltraum selbst gespielt wird, weil der Raum wie eine Trommel wackeln kann.	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	77	182	major
VolcTrans-AT	talk.1	8	rater3	Ich möchte Sie davon überzeugen, dass das Universum einen Soundtrack hat und dieser Soundtrack auf dem Weltraum selbst gespielt wird, denn der Weltraum kann wie eine Trommel wackeln.	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	166	181	minor
VolcTrans-GLAT	talk.1	8	rater1	Ich möchte Sie davon überzeugen, dass das Universum einen Soundtrack hat und dieser Soundtrack auf dem Weltraum selbst gespielt wird, denn der Weltraum kann wie eine Trommel wackeln.	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	-1	-1	no-error
eTranslation	talk.1	8	rater1	Ich möchte Sie davon überzeugen, dass das Universum einen Soundtrack hat und dass der Soundtrack auf dem Weltraum selbst gespielt wird, weil der Raum wie eine Trommel wackeln kann.	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	-1	-1	no-error
metricsystem1	talk.1	8	rater2	Ich möchte Sie davon überzeugen, dass das Universum einen Soundtrack hat und dieser Soundtrack auf dem Weltraum selbst gespielt wird, denn der Weltraum kann wie eine Trommel wackeln.	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	-1	-1	no-error
metricsystem2	talk.1	8	rater4	Ich möchte Sie davon überzeugen, dass das Universum einen Soundtrack hat und dieser Soundtrack im Weltraum selbst abgespielt wird, weil der Weltraum wie eine Trommel wackeln kann.	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	166	173	minor
metricsystem3	talk.1	8	rater2	Ich möchte Sie davon überzeugen, dass das Universum einen Soundtrack hat und dieser Soundtrack im Raum selbst abgespielt wird, weil der Raum wie eine Trommel wackeln kann.	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	-1	-1	no-error
metricsystem4	talk.1	8	rater3	Ich möchte Sie davon überzeugen, dass das Universum einen Soundtrack hat und dieser Soundtrack auf dem Weltraum selbst gespielt wird, weil der Weltraum wie eine Trommel wackeln kann.	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	152 95	184 127	major minor
metricsystem5	talk.1	8	rater1	Ich möchte Sie davon überzeugen, dass das Universum einen Soundtrack hat und dass der Soundtrack auf dem Weltraum selbst abgespielt wird, denn der Weltraum kann wie eine Trommel wackeln.	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	-1	-1	no-error
ref	talk.1	8	rater3	Ich möchte Sie davon überzeugen, dass das Universum einen Soundtrack besitzt und dass dieser Soundtrack im Weltraum an sich abgespielt wird: Denn das All kann schwingen wie eine Trommel.	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	-1	-1	no-error
Facebook-AI	talk.1	9	rater1	Es kann im ganzen Universum eine Art Aufzeichnung einiger der dramatischsten Ereignisse abspielen, während sie sich entfalten.	It can ring out a kind of recording throughout the universe of some of the most dramatic events as they unfold.	0 107	2 125	minor minor
HuaweiTSC	talk.1	9	rater3	IT kann eine Art Aufzeichnung im gesamten Universum von einigen der dramatischsten Ereignisse erklingen lassen, während sie sich entfalten.	It can ring out a kind of recording throughout the universe of some of the most dramatic events as they unfold.	0 17	5 32	major major
Nemo	talk.1	9	rater4	Es kann im ganzen Universum eine Art Aufzeichnung einiger der dramatischsten Ereignisse erklingen lassen, wie sie sich entfalten.	It can ring out a kind of recording throughout the universe of some of the most dramatic events as they unfold.	106	128	minor
