mt_system	doc_id	seg_id	annotator_id	source	target	start_ids	end_ids	errors
metricsystem1	tedtalk-1	11	rater1	So, digging more deeply into this, a few years ago I began working on helping computers to generate human-like stories from sequences of images.	Итак, если копнуть глубже, несколько лет назад я начал помогать компьютерам создавать человеческие истории из последовательностей изображений.	47	51	major
metricsystem1	tedtalk-1	12	rater1	So, one day, I was working with my computer to ask it what it thought about a trip to Australia.	Итак, однажды я работал со своим компьютером, чтобы спросить его, что он думает о поездке в Австралию.	0 14	7 18	major major
metricsystem1	tedtalk-1	13	rater1	It took a look at the pictures, and it saw a koala.	Он взглянул на фотографии и увидел коалу.	-1	-1	no-error
metricsystem1	tedtalk-1	14	rater1	It didn't know what the koala was, but it said it thought it was an interesting-looking creature.	Он не знал, что это за коала, но сказал, что думает, что это интересное существо.	-1	-1	no-error
metricsystem1	tedtalk-1	15	rater1	Then I shared with it a sequence of images about a house burning down.	Затем я поделился с ним серией изображений о горящем доме.	43 6	47 10	major major
metricsystem1	tedtalk-1	16	rater1	"It took a look at the images and it said, ""This is an amazing view! This is spectacular!"""	Он посмотрел на изображения и сказал: «Это потрясающий вид! Это потрясающе!»	64	77	major
metricsystem1	tedtalk-1	17	rater1	It sent chills down my spine.	От этого по моей спине пробежали мурашки.	-1	-1	no-error
metricsystem1	tedtalk-1	18	rater1	It saw a horrible, life-changing and life-destroying event and thought it was something positive.	Он увидел ужасное, изменяющее жизнь и разрушающее жизнь событие и подумал, что это что-то позитивное.	-1	-1	no-error
metricsystem1	tedtalk-1	19	rater1	I realized that it recognized the contrast, the reds, the yellows, and thought it was something worth remarking on positively.	Я понял, что он распознал контраст, красные и желтые цвета, и подумал, что это стоит отметить положительно.	0 13 85	4 18 96	major major major
metricsystem1	tedtalk-1	20	rater1	And part of why it was doing this was because most of the images I had given it were positive images.	И отчасти причина этого заключалась в том, что большинство изображений, которые я ей дал, были позитивными.	80 80	84 84	major major
metricsystem1	tedtalk-1	21	rater1	That's because people tend to share positive images when they talk about their experiences.	Это потому, что люди склонны делиться позитивными образами, когда говорят о своем опыте.	50	61	major
metricsystem1	tedtalk-1	22	rater1	When was the last time you saw a selfie at a funeral?	Когда вы в последний раз видели селфи на похоронах?	-1	-1	no-error
metricsystem1	tedtalk-1	23	rater1	I realized that, as I worked on improving AI task by task, dataset by dataset, that I was creating massive gaps, holes and blind spots in what it could understand.	Я понял, что, работая над улучшением ИИ задача за задачей, набор данных за набором данных, я создавал огромные пробелы, дыры и белые пятна в том, что он мог понять.	0 127 91	4 141 95	major major major
metricsystem1	tedtalk-1	24	rater1	And while doing so, I was encoding all kinds of biases.	И при этом я кодировал всевозможные предубеждения.	11	15	major
metricsystem1	tedtalk-1	25	rater1	Biases that reflect a limited viewpoint, limited to a single dataset -- biases that can reflect human biases found in the data, such as prejudice and stereotyping.	Предубеждения, которые отражают ограниченную точку зрения, ограниченную одним набором данных - предубеждения, которые могут отражать человеческие предубеждения, обнаруженные в данных, такие как предубеждения и стереотипы.	194	210	major
metricsystem1	tedtalk-1	26	rater1	I thought back to the evolution of the technology that brought me to where I was that day -- how the first color images were calibrated against a white woman's skin, meaning that color photography was biased against black faces.	Я вспомнил эволюцию технологии, которая привела меня туда, где я был в тот день, — как первые цветные изображения были откалиброваны по коже белой женщины, а это означало, что цветная фотография была предвзятой против черных лиц.	0 63	4 67	major major
metricsystem1	tedtalk-1	27	rater1	And that same bias, that same blind spot continued well into the '90s.	И та же предвзятость, то же самое слепое пятно сохранялось и в 90-х.	-1	-1	no-error
metricsystem1	tedtalk-1	28	rater1	And the same blind spot continues even today in how well we can recognize different people's faces in facial recognition technology.	И то же самое слепое пятно продолжается даже сегодня в том, насколько хорошо мы можем распознавать лица разных людей с помощью технологии распознавания лиц.	-1	-1	no-error
metricsystem1	tedtalk-1	29	rater1	I though about the state of the art in research today, where we tend to limit our thinking to one dataset and one problem.	Я думаю о современном состоянии исследований сегодня, когда мы склонны ограничивать свое мышление одним набором данных и одной проблемой.	2	10	major
metricsystem1	tedtalk-1	30	rater1	And that in doing so, we were creating more blind spots and biases that the AI could further amplify.	И тем самым мы создавали больше слепых зон и предубеждений, которые ИИ мог бы еще больше усилить.	-1	-1	no-error
metricsystem1	tedtalk-1	31	rater1	I realized then that we had to think deeply about how the technology we work on today looks in five years, in 10 years.	Тогда я понял, что нам нужно глубоко задуматься о том, как будет выглядеть технология, над которой мы работаем сегодня, через пять лет, через 10 лет.	6	10	major
metricsystem1	tedtalk-1	32	rater1	Humans evolve slowly, with time to correct for issues in the interaction of humans and their environment.	Люди развиваются медленно, со временем исправляя проблемы во взаимодействии людей и окружающей среды.	-1	-1	no-error
metricsystem1	tedtalk-1	33	rater1	In contrast, artificial intelligence is evolving at an incredibly fast rate.	Напротив, искусственный интеллект развивается невероятно быстрыми темпами.	-1	-1	no-error
metricsystem1	tedtalk-1	34	rater1	And that means that it really matters that we think about this carefully right now -- that we reflect on our own blind spots, our own biases, and think about how that's informing the technology we're creating and discuss what the technology of today will mean for tomorrow.	И это означает, что действительно важно, чтобы мы тщательно об этом думали прямо сейчас — чтобы мы размышляли о наших собственных слепых пятнах, наших собственных предубеждениях, и думали о том, как это влияет на технологию, которую мы создаем, и обсуждали, что технология сегодня будет означать для завтра.	-1	-1	no-error
metricsystem1	tedtalk-1	35	rater1	CEOs and scientists have weighed in on what they think the artificial intelligence technology of the future will be.	Руководители и ученые взвесили, какой, по их мнению, будет технология искусственного интеллекта будущего.	-1	-1	no-error
metricsystem1	tedtalk-1	36	rater1	"Stephen Hawking warns that ""Artificial intelligence could end mankind."""	Стивен Хокинг предупреждает, что «искусственный интеллект может положить конец человечеству».	-1	-1	no-error
metricsystem1	tedtalk-1	37	rater1	Elon Musk warns that it's an existential risk and one of the greatest risks that we face as a civilization.	Илон Маск предупреждает, что это экзистенциальный риск и один из самых больших рисков, с которыми мы сталкиваемся как цивилизация.	-1	-1	no-error
metricsystem1	tedtalk-1	38	rater1	"Bill Gates has made the point, ""I don't understand why people aren't more concerned."""	Билл Гейтс сказал: «Я не понимаю, почему люди не беспокоятся больше».	-1	-1	no-error
metricsystem1	tedtalk-1	39	rater1	But these views -- they're part of the story.	Но эти взгляды - они часть истории.	-1	-1	no-error
metricsystem1	tedtalk-1	40	rater1	The math, the models, the basic building blocks of artificial intelligence are something that we call access and all work with.	Математика, модели, основные строительные блоки искусственного интеллекта — это то, что мы называем доступом, и все с ними работает.	123	134	major
metricsystem1	tedtalk-1	41	rater1	We have open-source tools for machine learning and intelligence that we can contribute to.	У нас есть инструменты с открытым исходным кодом для машинного обучения и интеллекта, в которые мы можем внести свой вклад.	-1	-1	no-error
metricsystem1	tedtalk-1	42	rater1	And beyond that, we can share our experience.	И помимо этого, мы можем поделиться своим опытом.	-1	-1	no-error
metricsystem1	tedtalk-1	43	rater1	We can share our experiences with technology and how it concerns us and how it excites us.	Мы можем поделиться своим опытом с технологиями и тем, как они нас волнуют и как они нас волнуют.	89	99	major
metricsystem1	tedtalk-1	44	rater1	We can discuss what we love.	Мы можем обсудить то, что мы любим.	-1	-1	no-error
metricsystem1	tedtalk-1	45	rater1	We can communicate with foresight about the aspects of technology that could be more beneficial or could be more problematic over time.	Мы можем предусмотрительно сообщать о тех аспектах технологии, которые могут быть более выгодными или более проблематичными с течением времени.	-1	-1	no-error
metricsystem1	tedtalk-1	46	rater1	If we all focus on opening up the discussion on AI with foresight towards the future, this will help create a general conversation and awareness about what AI is now, what it can become and all the things that we need to do in order to enable that outcome that best suits us.	Если мы все сосредоточимся на открытии дискуссии об ИИ с предвидением будущего, это поможет создать общий разговор и понимание того, что такое ИИ сейчас, чем он может стать, и обо всех вещах, которые нам нужно сделать, чтобы добиться того результата, который лучше всего нам подходит.	-1	-1	no-error
metricsystem1	tedtalk-1	47	rater1	We already see and know this in the technology that we use today.	Мы уже видим и знаем это в технологиях, которые мы используем сегодня.	-1	-1	no-error
metricsystem1	tedtalk-1	48	rater1	We use smart phones and digital assistants and Roombas.	Мы используем смартфоны и цифровые помощники и Roombas.	47 47	57 57	major major
metricsystem1	tedtalk-1	49	rater1	Are they evil?	Они злые?	3 4	7 11	major major
metricsystem1	tedtalk-1	50	rater1	Maybe sometimes.	Может быть, иногда.	-1	-1	no-error
metricsystem1	tedtalk-1	51	rater1	Are they beneficial?	Они полезны?	-1	-1	no-error
metricsystem1	tedtalk-1	52	rater1	Yes, they're that, too.	Да, они тоже.	12 8	16 15	major major
metricsystem1	tedtalk-1	53	rater1	And they're not all the same.	И они не все одинаковые.	-1	-1	no-error
metricsystem1	tedtalk-1	54	rater1	And there you already see a light shining on what the future holds.	И там вы уже видите свет, сияющий на то, что ждет вас в будущем.	-1	-1	no-error
metricsystem1	tedtalk-1	55	rater1	The future continues on from what we build and create right now.	Будущее продолжается из того, что мы строим и создаем прямо сейчас.	21	26	major
metricsystem1	tedtalk-1	56	rater1	We set into motion that domino effect that carves out AI's evolutionary path.	Мы запустили эффект домино, который определяет эволюционный путь ИИ.	-1	-1	no-error
metricsystem1	tedtalk-1	57	rater1	In our time right now, we shape the AI of tomorrow.	В наше время прямо сейчас мы формируем ИИ завтрашнего дня.	-1	-1	no-error
metricsystem1	tedtalk-1	58	rater1	Technology that immerses us in augmented realities bringing to life past worlds.	Технология, которая погружает нас в дополненную реальность, оживляя прошлые миры.	-1	-1	no-error
metricsystem1	tedtalk-1	59	rater1	Technology that helps people to share their experiences when they have difficulty communicating.	Технология, которая помогает людям делиться своим опытом, когда им трудно общаться.	-1	-1	no-error
metricsystem1	tedtalk-1	60	rater1	Technology built on understanding the streaming visual worlds used as technology for self-driving cars.	Технология основана на понимании потокового визуального мира, используемого в качестве технологии для беспилотных автомобилей.	11 11	10 22	minor major
metricsystem1	tedtalk-1	61	rater1	Technology built on understanding images and generating language, evolving into technology that helps people who are visually impaired be better able to access the visual world.	Технология, основанная на понимании изображений и генерировании языка, превращается в технологию, которая помогает людям с нарушениями зрения лучше получать доступ к визуальному миру.	-1	-1	no-error
metricsystem1	tedtalk-1	62	rater1	And we also see how technology can lead to problems.	И мы также видим, как технологии могут привести к проблемам.	-1	-1	no-error
metricsystem1	tedtalk-1	63	rater1	We have technology today that analyzes physical characteristics we're born with -- such as the color of our skin or the look of our face -- in order to determine whether or not we might be criminals or terrorists.	Сегодня у нас есть технология, которая анализирует физические характеристики, с которыми мы рождаемся, такие как цвет нашей кожи или выражение лица, чтобы определить, являемся ли мы преступниками или террористами.	133	145	major
metricsystem1	tedtalk-1	64	rater1	We have technology that crunches through our data, even data relating to our gender or our race, in order to determine whether or not we might get a loan.	У нас есть технология, которая обрабатывает наши данные, даже данные, касающиеся нашего пола или расы, чтобы определить, можем ли мы получить кредит.	-1	-1	no-error
metricsystem1	tedtalk-1	65	rater1	All that we see now is a snapshot in the evolution of artificial intelligence.	Все, что мы видим сейчас, — это снимок эволюции искусственного интеллекта.	-1	-1	no-error
metricsystem1	tedtalk-1	66	rater1	Because where we are right now, is within a moment of that evolution.	Потому что то, где мы сейчас находимся, находится в пределах момента этой эволюции.	-1	-1	no-error
metricsystem1	tedtalk-1	67	rater1	That means that what we do now will affect what happens down the line and in the future.	Это означает, что то, что мы делаем сейчас, повлияет на то, что произойдет в будущем и в будущем.	75	87	major
metricsystem1	tedtalk-1	68	rater1	If we want AI to evolve in a way that helps humans, then we need to define the goals and strategies that enable that path now.	Если мы хотим, чтобы ИИ развивался таким образом, чтобы помогать людям, нам нужно определить цели и стратегии, которые позволяют сделать этот путь сейчас.	129	139	major
metricsystem1	tedtalk-1	69	rater1	What I'd like to see is something that fits well with humans, with our culture and with the environment.	Я хотел бы видеть то, что хорошо сочетается с людьми, с нашей культурой и окружающей средой.	0	4	major
metricsystem1	tedtalk-1	70	rater1	Technology that aids and assists those of us with neurological conditions or other disabilities in order to make life equally challenging for everyone.	Технология, которая помогает и помогает людям с неврологическими заболеваниями или другими нарушениями, чтобы сделать жизнь одинаково сложной для всех.	31	42	major
metricsystem1	tedtalk-1	71	rater1	Technology that works regardless of your demographics or the color of your skin.	Технология, которая работает независимо от вашей демографии или цвета вашей кожи.	49	62	major
metricsystem1	tedtalk-1	72	rater1	And so today, what I focus on is the technology for tomorrow and for 10 years from now.	Итак, сегодня я сосредоточусь на технологиях завтрашнего дня и через 10 лет.	63	78	major
metricsystem1	tedtalk-1	73	rater1	AI can turn out in many different ways.	ИИ может проявляться по-разному.	-1	-1	no-error
metricsystem1	tedtalk-1	74	rater1	But in this case, it isn't a self-driving car without any destination.	Но в данном случае это не беспилотный автомобиль без какой-либо цели.	64	71	major
metricsystem1	tedtalk-1	75	rater1	This is the car that we are driving.	Это та машина, на которой мы ездим.	-1	-1	no-error
metricsystem1	tedtalk-1	76	rater1	We choose when to speed up and when to slow down.	Мы выбираем, когда ускоряться, а когда замедляться.	19 39	32 53	major major
metricsystem1	tedtalk-1	77	rater1	We choose if we need to make a turn.	Мы выбираем, нужно ли нам сделать поворот.	-1	-1	no-error
metricsystem1	tedtalk-1	78	rater1	We choose what the AI of the future will be.	Мы выбираем, каким будет ИИ будущего.	-1	-1	no-error
metricsystem1	tedtalk-1	79	rater1	There's a vast playing field of all the things that artificial intelligence can become.	Существует огромное игровое поле всех вещей, которыми может стать искусственный интеллект.	38	46	major
metricsystem1	tedtalk-1	80	rater1	It will become many things.	Это станет много вещей.	0 17	6 25	major major
metricsystem1	tedtalk-1	81	rater1	And it's up to us now, in order to figure out what we need to put in place to make sure the outcomes of artificial intelligence are the ones that will be better for all of us.	И теперь нам решать, что нам нужно сделать, чтобы убедиться, что результаты искусственного интеллекта будут лучшими для всех нас.	-1	-1	no-error
metricsystem1	tedtalk-1	82	rater1	Thank you.	Спасибо.	-1	-1	no-error
metricsystem1	tedtalk-1	83	rater1	(Applause)	(Аплодисменты)	-1	-1	no-error
metricsystem1	tedtalk-2	1	rater1	I want to ask you all to consider for a second the very simple fact that, by far, most of what we know about the universe comes to us from light.	Я хочу попросить вас всех рассмотреть на секунду очень простой факт, что большая часть того, что мы знаем о Вселенной, приходит к нам из света.	108 134	120 139	major major
metricsystem1	tedtalk-2	2	rater1	We can stand on the Earth and look up at the night sky and see stars with our bare eyes.	Мы можем стоять на Земле, смотреть на ночное небо и видеть звезды невооруженным глазом.	-1	-1	no-error
metricsystem1	tedtalk-2	3	rater1	The Sun burns our peripheral vision.	Солнце обжигает наше периферийное зрение.	-1	-1	no-error
metricsystem1	tedtalk-2	4	rater1	We see light reflected off the Moon.	Мы видим свет, отраженный от Луны.	-1	-1	no-error
metricsystem1	tedtalk-2	5	rater1	And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.	И с тех пор, как Галилей направил этот элементарный телескоп на небесные тела, известная вселенная пришла к нам через свет через огромные эры космической истории.	123 79 89	122 91 101	minor major major
metricsystem1	tedtalk-2	6	rater1	And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.	И со всеми нашими современными телескопами мы смогли собрать этот потрясающий немой фильм о вселенной — эти серии снимков, которые восходят к Большому взрыву.	131	142	major
metricsystem1	tedtalk-2	7	rater1	And yet, the universe is not a silent movie because the universe isn't silent.	И тем не менее, вселенная — это не немое кино, потому что вселенная не молчит.	-1	-1	no-error
metricsystem1	tedtalk-2	8	rater1	I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.	Я хотел бы убедить вас, что у вселенной есть саундтрек, и этот саундтрек воспроизводится в самом космосе, потому что пространство может колебаться, как барабан.	0 89	4 93	major major
metricsystem1	tedtalk-2	9	rater1	It can ring out a kind of recording throughout the universe of some of the most dramatic events as they unfold.	Это может стать своего рода записью по всей вселенной некоторых из самых драматических событий, когда они разворачиваются.	0 10 96	6 18 104	major major major
metricsystem1	tedtalk-2	10	rater1	Now we'd like to be able to add to a kind of glorious visual composition that we have of the universe -- a sonic composition.	Теперь мы хотели бы иметь возможность добавить к некой великолепной визуальной композиции вселенной, которую мы имеем, — звуковой композиции.	0 121	9 143	major major
metricsystem1	tedtalk-2	11	rater1	And while we've never heard the sounds from space, we really should, in the next few years, start to turn up the volume on what's going on out there.	И хотя мы никогда не слышали звуков из космоса, нам действительно следует в ближайшие несколько лет начать прибавлять громкость того, что там происходит.	-1	-1	no-error
metricsystem1	tedtalk-2	12	rater1	So in this ambition to capture songs from the universe, we turn our focus to black holes and the promise they have, because black holes can bang on space-time like mallets on a drum and have a very characteristic song, which I'd like to play for you -- some of our predictions for what that song will be like.	Поэтому в своем стремлении запечатлеть песни из вселенной мы сосредоточим наше внимание на черных дырах и обещаниях, которые они имеют, потому что черные дыры могут стучать по пространству-времени, как молотки по барабану, и иметь очень характерную песню, которую я хотел бы сыграть для вас — некоторые из наших предсказаний о том, какой будет эта песня.	264	268	major
metricsystem1	tedtalk-2	13	rater1	We might one day see a shadow a black hole can cast on a very bright background, but we haven't yet.	В один прекрасный день мы можем увидеть тень, которую черная дыра может отбросить на очень ярком фоне, но пока этого не произошло.	-1	-1	no-error
metricsystem1	tedtalk-2	14	rater1	And yet black holes may be heard even if they're not seen, and that's because they bang on space-time like a drum.	И все же черные дыры можно услышать, даже если их не видно, и это потому, что они бьют в пространство-время, как барабан.	-1	-1	no-error
metricsystem1	tedtalk-2	15	rater1	Now we owe the idea that space can ring like a drum to Albert Einstein -- to whom we owe so much.	Идеей о том, что пространство может звенеть как барабан, мы обязаны Альберту Эйнштейну, которому мы так обязаны.	100	106	major
metricsystem1	tedtalk-2	16	rater1	Einstein realized that if space were empty, if the universe were empty, it would be like this picture, except for maybe without the helpful grid drawn on it.	Эйнштейн понял, что если бы пространство было пустым, если бы вселенная была пуста, это было бы похоже на эту картину, за исключением, может быть, без нарисованной на ней полезной сетки.	77	85	major
metricsystem1	tedtalk-2	17	rater1	But if we were freely falling through the space, even without this helpful grid, we might be able to paint it ourselves, because we would notice that we traveled along straight lines, undeflected straight paths through the universe.	Но если бы мы свободно падали в пространстве, даже без этой полезной сетки, мы могли бы нарисовать ее сами, потому что мы заметили бы, что путешествуем по прямым линиям, неотклоненным прямым путям через вселенную.	203 203 203	215 215 215	major major major
metricsystem1	tedtalk-2	18	rater1	Einstein also realized -- and this is the real meat of the matter -- that if you put energy or mass in the universe, it would curve space, and a freely falling object would pass by, let's say, the Sun and it would be deflected along the natural curves in the space.	Эйнштейн также понял — и в этом суть дела, — что если вы поместите во Вселенную энергию или массу, она искривит пространство, и свободно падающий объект пройдет, скажем, мимо Солнца и отклонится по естественным изгибам пространства.	70	82	major
metricsystem1	tedtalk-2	19	rater1	It was Einstein's great general theory of relativity.	Это была великая общая теория относительности Эйнштейна.	-1	-1	no-error
metricsystem1	tedtalk-2	20	rater1	Now even light will be bent by those paths.	Теперь даже свет согнется этими путями.	0 17	9 28	major major
metricsystem1	tedtalk-2	21	rater1	And you can be bent so much that you're caught in orbit around the Sun, as the Earth is, or the Moon around the Earth.	И ты можешь так согнуться, что попадешь на орбиту вокруг Солнца, как Земля, или Луны вокруг Земли.	80	87	major
metricsystem1	tedtalk-2	22	rater1	These are the natural curves in space.	Это естественные изгибы пространства.	-1	-1	no-error
metricsystem1	tedtalk-2	23	rater1	What Einstein did not realize was that, if you took our Sun and you crushed it down to six kilometers -- so you took a million times the mass of the Earth and you crushed it to six kilometers across, you would make a black hole, an object so dense that if light veered too close, it would never escape -- a dark shadow against the universe.	Чего Эйнштейн не осознавал, так это того, что если взять наше Солнце и раздавить его до шести километров — то есть взять массу, в миллион раз превышающую массу Земли, и раздавить его до шести километров в поперечнике, то получится черная дыра, объект настолько плотный, что, если бы свет отклонился слишком близко, он никогда не убежал бы — темная тень на фоне Вселенной.	288 329 361	301 338 373	major major major
metricsystem1	tedtalk-2	24	rater1	But Einstein always thought black holes were a mathematical oddity.	Но Эйнштейн всегда считал черные дыры математической странностью.	53	67	major
metricsystem1	tedtalk-2	25	rater1	He did not believe they existed in nature.	Он не верил, что они существуют в природе.	-1	-1	no-error
metricsystem1	tedtalk-2	26	rater1	He thought nature would protect us from their formation.	Он думал, что природа защитит нас от их образования.	-1	-1	no-error
metricsystem1	tedtalk-2	27	rater1	"It was decades before the term ""black hole"" was coined and people realized that black holes are real astrophysical objects -- in fact they're the death state of very massive stars that collapse catastrophically at the end of their lifetime."	Прошло несколько десятилетий, прежде чем был придуман термин «черная дыра», и люди поняли, что черные дыры являются настоящими астрофизическими объектами — на самом деле это состояние смерти очень массивных звезд, которые катастрофически коллапсируют в конце своей жизни.	238	253	major
metricsystem1	tedtalk-2	28	rater1	Now our Sun will not collapse to a black hole.	Теперь наше Солнце не превратится в черную дыру.	0 12 12	9 21 21	major major major
metricsystem1	tedtalk-2	29	rater1	It's actually not massive enough.	На самом деле он недостаточно массовый.	14 30	19 41	major major
metricsystem1	tedtalk-2	30	rater1	But if we did a little thought experiment -- as Einstein was very fond of doing -- we could imagine putting the Sun crushed down to six kilometers, and putting a tiny little Earth around it in orbit, maybe 30 kilometers outside of the black-hole sun.	Но если бы мы проделали небольшой мысленный эксперимент — как Эйнштейн очень любил делать — мы могли бы представить, что раздавим Солнце до шести километров и поместим вокруг него маленькую маленькую Землю на орбите, возможно, в 30 километрах от Солнца черной дыры.	180	192	major
metricsystem1	tedtalk-2	31	rater1	And it would be self-illuminated, because now the Sun's gone, we have no other source of light -- so let's make our little Earth self-illuminated.	И это было бы самоосвещение, потому что теперь Солнце ушло, у нас нет другого источника света - так что давайте сделаем нашу маленькую Землю самосветящейся.	14 14 2	30 30 8	major major major
metricsystem1	tedtalk-2	32	rater1	And you would realize you could put the Earth in a happy orbit even 30 km outside of this crushed black hole.	И вы бы поняли, что можете поместить Землю на счастливую орбиту даже в 30 км от этой раздавленной черной дыры.	-1	-1	no-error
metricsystem1	tedtalk-2	33	rater1	This crushed black hole actually would fit inside Manhattan, more or less.	Эта раздавленная черная дыра более или менее поместилась бы внутри Манхэттена.	60	69	major
metricsystem1	tedtalk-2	34	rater1	It might spill off into the Hudson a little bit before it destroyed the Earth.	Он может немного пролиться в Гудзон, прежде чем уничтожит Землю.	3	29	major
metricsystem1	tedtalk-2	35	rater1	But basically that's what we're talking about.	Но в основном это то, о чем мы говорим.	-1	-1	no-error
metricsystem1	tedtalk-2	36	rater1	We're talking about an object that you could crush down to half the square area of Manhattan.	Мы говорим об объекте, который можно раздавить до половины площади Манхэттена.	-1	-1	no-error
metricsystem1	tedtalk-2	37	rater1	So we move this Earth very close -- 30 kilometers outside -- and we notice it's perfectly fine orbiting around the black hole.	Итак, мы перемещаем эту Землю очень близко — на 30 километров наружу — и замечаем, что она прекрасно вращается вокруг черной дыры.	-1	-1	no-error
metricsystem1	tedtalk-2	38	rater1	There's a sort of myth that black holes devour everything in the universe, but you actually have to get very close to fall in.	Существует своего рода миф о том, что черные дыры пожирают все во Вселенной, но на самом деле вам нужно подойти очень близко, чтобы упасть.	66 94	78 100	major major
metricsystem1	tedtalk-2	39	rater1	But what's very impressive is that, from our vantage point, we can always see the Earth.	Но что очень впечатляет, так это то, что с нашей точки зрения мы всегда можем видеть Землю.	49	64	major
metricsystem1	tedtalk-2	40	rater1	It cannot hide behind the black hole.	Он не может спрятаться за черной дырой.	-1	-1	no-error
metricsystem1	tedtalk-2	41	rater1	The light from the Earth, some of it falls in, but some of it gets lensed around and brought back to us.	Свет от Земли, часть его падает, но часть его рассеивается и возвращается к нам.	25	34	major
metricsystem1	tedtalk-2	42	rater1	So you can't hide anything behind a black hole.	Так что за черной дырой ничего не спрячешь.	8	7	minor
metricsystem1	tedtalk-2	43	rater1	If this were Battlestar Galactica and you're fighting the Cylons, don't hide behind the black hole.	Если это был Battlestar Galactica, и вы сражаетесь с Сайлонами, не прячьтесь за черной дырой.	13 13 40	36 36 53	major major major
metricsystem1	tedtalk-2	44	rater1	They can see you.	Они могут видеть вас.	4	12	major
metricsystem1	tedtalk-2	45	rater1	Now, our Sun will not collapse to a black hole -- it's not massive enough -- but there are tens of thousands of black holes in our galaxy.	Наше Солнце не превратится в черную дыру — оно недостаточно массивно, — но в нашей галактике есть десятки тысяч черных дыр.	-1	-1	no-error
metricsystem1	tedtalk-2	46	rater1	And if one were to eclipse the Milky Way, this is what it would look like.	И если бы кто-то затмил Млечный Путь, это было бы так.	-1	-1	no-error
metricsystem1	tedtalk-2	47	rater1	We would see a shadow of that black hole against the hundred billion stars in the Milky Way Galaxy and its luminous dust lanes.	Мы бы увидели тень этой черной дыры на фоне сотен миллиардов звезд в Галактике Млечный Путь и ее светящихся полос пыли.	-1	-1	no-error
metricsystem1	tedtalk-2	48	rater1	And if we were to fall towards this black hole, we would see all of that light lensed around it, and we could even start to cross into that shadow and really not notice that anything dramatic had happened.	И если бы мы упали к этой черной дыре, мы бы увидели весь этот свет, рассеянный вокруг нее, и мы могли бы даже начать переходить в эту тень и действительно не замечать, что произошло что-то драматическое.	19 190	23 206	major major
metricsystem1	tedtalk-2	49	rater1	It would be bad if we tried to fire our rockets and get out of there because we couldn't, anymore than light can escape.	Было бы плохо, если бы мы попытались запустить наши ракеты и выбраться оттуда, потому что мы не могли, как не может убежать свет.	101 116	105 126	major major
