index	original	translation	scores	mean	z_scores	z_mean
27	The three-judge bench also examined the retrospective application of Section 6 and ruled that daughters would get the rights from 1956 when the law came into being.	ત્રણ જજોની ખંડપીઠે કલમ 6ની ભૂતલક્ષી અમલીકરણની પણ તપાસ કરી હતી અને ચુકાદો આપ્યો હતો કે દીકરીઓને કાયદો 1956 થી અસ્તિત્વમાં આવ્યો ત્યારથી જ અધિકાર મળશે.	[90, 100, 100]	96.66666666666667	[0.5819083638496467, 0.8564305171192773, 0.6070119356946091]	0.6817836055545111
28	Globally, there were an estimated 219 million cases of malaria in 2017, whereas deaths reached 4,35,000 in the same year.	વૈશ્વિક સ્તરે 2017માં મેલેરિયાના 219 મિલિયન કેસ નોંધાયા હતા, જ્યારે તે જ વર્ષે 4,35,000 લોકોના મોત થયા હતા.	[70, 100, 100]	90.0	[-0.6564203729861059, 0.8564305171192773, 0.6070119356946091]	0.2690073599425935
29	The railway tracks fall on the busiest Delhi-Mumbai railway route.	દિલ્હી-મુંબઇ રેલવેના સૌથી વ્યસ્ત રૂટ પર રેલવે ટ્રેક પડી ગયા છે.	[50, 70, 100]	73.33333333333333	[-1.8947491098218585, -0.6956765689221313, 0.6070119356946091]	-0.6611379143497935
30	In the last 24 hours ending at 6am on Sunday, Gujarat received an average of 35mm rain.	રવિવારે સવારે 6 વાગ્યાથી છેલ્લા 24 કલાકમાં ગુજરાતમાં સરેરાશ 35 મિમી વરસાદ નોંધાયો છે.	[90, 70, 100]	86.66666666666667	[0.5819083638496467, -0.6956765689221313, 0.6070119356946091]	0.1644145768740415
31	The minimum punishment for rape of a girl below 12 years will be 20 years of imprisonment extendable to life in prison or death sentence.	12 વર્ષથી ઓછી ઉંમરની બાળકી સાથે બળાત્કાર કરવા બદલ ઓછામાં ઓછી સજા 20 વર્ષની જેલની સજા થશે, જે આજીવન કેદ અથવા તો ફાંસીની સજા સુધી લંબાવવામાં આવશે.	[90, 100, 100]	96.66666666666667	[0.5819083638496467, 0.8564305171192773, 0.6070119356946091]	0.6817836055545111
32	The Pirana landfill, apart from pushing out methane, is also spewing a cocktail of volatile organic compounds (VOC), toxic gases released from burning.	પિરાના લેન્ડફિલ, મિથેન બહાર કાઢવા ઉપરાંત, બળવાથી નીકળતા ઝેરી ગેસ, વોલેટાઇલ ઓર્ગેનિક કમ્પાઉન્ડ (VOC) નો કોકટેલ પણ ફેંકી રહ્યું છે.	[80, 70, 100]	83.33333333333333	[-0.037256004568229584, -0.6956765689221313, 0.6070119356946091]	-0.04197354593191727
33	The incident occurred on Monday evening.	આ ઘટના સોમવારે સાંજે બની હતી.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
34	Besides, the convicts were also liable to be fine, which may extend up to Rs 5 lakh, he said.	આ ઉપરાંત દોષિતોને 5 લાખ રૂપિયા સુધીનો દંડ પણ થઈ શકે છે.	[60, 75, 100]	78.33333333333333	[-1.2755847414039823, -0.43699205458189644, 0.6070119356946091]	-0.36852162009708983
35	Joshi and Gohil were booked at Nandesari police station on Sunday for rape, blackmailing, and for the violation of the Information Technology Act.	રવિવારે નંદેસરી પોલીસ સ્ટેશનમાં જોશી અને ગોહિલ સામે બળાત્કાર, બ્લેક મેલિંગ અને ઇન્ફોર્મેશન ટેકનોલોજી એક્ટના ઉલ્લંઘનનો કેસ નોંધવામાં આવ્યો હતો.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
36	They have yielded good results also.	તેમને સારા પરિણામો પણ મળ્યા છે.	[100, 100, 70]	90.0	[1.2010727322675232, 0.8564305171192773, -0.8360458159991471]	0.40715247779588454
37	The suit was filed in 2006 for Rs 7.1 lakh compensation.	આ દાવો વર્ષ 2006માં 7.1 લાખ રૂપિયાનાં વળતર માટે કરવામાં આવ્યો હતો.	[100, 90, 100]	96.66666666666667	[1.2010727322675232, 0.3390614884388078, 0.6070119356946091]	0.7157153854669801
38	The bench, however, dismissed his petition, saying “having regard to the fact that tattoos engraved on the body of the petitioner is not in conformity with the relaxation granted in the advertisement, we do not find any infirmity in the impugned order of cancellation of his appointment.	જોકે, ખંડપીઠે તેમની અરજીને ફગાવી દીધી હતી અને કહ્યું હતું કે, “અરજદારના શરીર પર કોતરવામાં આવેલા ટેટૂ જાહેરાતમાં આપવામાં આવેલી છૂટછાટને અનુરૂપ નથી, અમને તેમની નિમણૂક રદ કરવાના આક્ષેપિત આદેશમાં કોઈ ખામી જણાતી નથી.	[90, 60, 50]	66.66666666666667	[0.5819083638496467, -1.2130455976026007, -1.7980843171283178]	-0.8097405169604239
39	Jashwant Patel, chairman of Gujarat State Chemists and Druggists Association, confirmed that stocks of the Vitamin C tablets has indeed dried up.	ગુજરાત સ્ટેટ કેમિસ્ટ એન્ડ ડ્રગિસ્ટ એસોસિએશનના ચેરમેન જશવંત પટેલે પુષ્ટિ કરી હતી કે, વિટામિન સીની ટેબ્લેટનો જથ્થો ખરેખર સૂકાઈ ગયો છે.	[70, 65, 100]	78.33333333333333	[-0.6564203729861059, -0.9543610832623659, 0.6070119356946091]	-0.33458984018462085
40	﻿AHMEDABAD: In a rare instance in the Ahmedabad Municipal Corporation (AMC) history, no contractors have come forward to bid for Rs 132 crore worth of road repair works in posh West and New West zones!	અમદાવાદઃ અમદાવાદ મ્યુનિસિપલ કોર્પોરેશન (AMC) ના ઈતિહાસમાં એક પણ કોન્ટ્રાક્ટરે પોશ વેસ્ટ અને ન્યૂ વેસ્ટ ઝોનમાં 132 કરોડ રૂપિયાની કિંમતના રોડ રિપેરિંગના કામો માટે બોલી લગાવી નથી.	[90, 70, 100]	86.66666666666667	[0.5819083638496467, -0.6956765689221313, 0.6070119356946091]	0.1644145768740415
41	He is currently stable and doing fine.	હાલ તે સ્વસ્થ છે અને તેની તબિયત સ્થિર છે.	[50, 70, 100]	73.33333333333333	[-1.8947491098218585, -0.6956765689221313, 0.6070119356946091]	-0.6611379143497935
42	The quantum of charges for such consumer durable loans are lower than credit card charges making them more pocket friendly compared to a credit card purchase.	આ પ્રકારની કન્ઝ્યુમર ડ્યુરેબલ લોન માટે ચાર્જ ક્રેડિટ કાર્ડ ચાર્જ કરતા ઓછો છે, જે તેમને ક્રેડિટ કાર્ડ ખરીદીની તુલનામાં વધુ પોકેટ ફ્રેન્ડલી બનાવે છે.	[80, 100, 100]	93.33333333333333	[-0.037256004568229584, 0.8564305171192773, 0.6070119356946091]	0.47539548274855226
43	Police said the four men threatened him “for wearing a skull cap despite being a Hindu”.	પોલીસના જણાવ્યા અનુસાર આ ચારેય શખ્સોએ હિંદુ હોવા છતાં ટોપી પહેરવા બદલ તેમને ધમકી આપી હતી.	[80, 80, 70]	76.66666666666667	[-0.037256004568229584, -0.1783075402416617, -0.8360458159991471]	-0.35053645360301283
44	Recently Rahul Gandhi and Congress Twitter accounts got hacked.	તાજેતરમાં જ રાહુલ ગાંધી અને કોંગ્રેસના ટ્વિટર એકાઉન્ટ હેક કરવામાં આવ્યા હતા.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
45	It features personalities and media brands in 22 categories, such as Bollywood, Music, News, Politics, Sports, Business and TV.	તેમાં બોલિવૂડ, મ્યુઝિક, ન્યૂઝ, પોલિટિક્સ, સ્પોર્ટ્સ, બિઝનેસ અને ટીવી જેવી 22 કેટેગરીમાં વ્યક્તિઓ અને મીડિયા બ્રાન્ડ્સને સ્થાન આપવામાં આવ્યું છે.	[90, 75, 100]	88.33333333333333	[0.5819083638496467, -0.43699205458189644, 0.6070119356946091]	0.2506427483207865
46	Credit card volumes up, but value of transactions drops	ક્રેડિટ કાર્ડના વોલ્યુમમાં વધારો થયો છે, પરંતુ વ્યવહારોનું મૂલ્ય ઘટ્યું છે	[75, 75, 90]	80.0	[-0.34683818877716777, -0.43699205458189644, 0.12599268513002365]	-0.21927918607634686
47	One of them told Mumbai Mirror: “Work will go on.	તેમાંથી એક વ્યક્તિએ મુંબઈ મિરરને જણાવ્યું હતું કે, “કામ ચાલુ રહેશે.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
48	However, after several failed attempts during past 10 years to get a government job as teacher, she applied for conductor’s job with Haryana Roadways and was selected.	જોકે, છેલ્લાં 10 વર્ષમાં શિક્ષક તરીકે સરકારી નોકરી મેળવવાનાં અનેક નિષ્ફળ પ્રયાસો કર્યા પછી, તેમણે હરિયાણા રોડવેઝમાં કંડક્ટરની નોકરી માટે અરજી કરી હતી અને તેમની પસંદગી થઈ હતી.	[90, 95, 100]	95.0	[0.5819083638496467, 0.5977460027790426, 0.6070119356946091]	0.5955554341077661
49	Navy too has ordered an inquiry into the incident.	નૌસેનાએ પણ આ ઘટનાની તપાસના આદેશ આપ્યા છે.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
50	India vs England, 1st T20I: Kuldeep five-for, Rahul ton power India to 8-wicket win over England	IND vs ENG, 1st T20I: કુલદીપ યાદવની શાનદાર બોલિંગની મદદથી ભારતે ઈંગ્લેન્ડને 8 વિકેટે હરાવ્યું	[40, 55, 30]	41.666666666666664	[-2.513913478239735, -1.4717301119428354, -2.760122818257489]	-2.248588802813353
51	Rishi Kapoor, Rajat Kapoor and Ratna Pathak Shah also play pivotal roles in the movie.	આ ફિલ્મમાં ઋષિ કપૂર, રજત કપૂર અને રત્ના પાઠક પણ મહત્વની ભૂમિકામાં છે.	[70, 100, 100]	90.0	[-0.6564203729861059, 0.8564305171192773, 0.6070119356946091]	0.2690073599425935
52	People have lost faith in the government.	લોકોએ સરકાર પરથી વિશ્વાસ ગુમાવી દીધો છે.	[90, 100, 100]	96.66666666666667	[0.5819083638496467, 0.8564305171192773, 0.6070119356946091]	0.6817836055545111
53	Click here to know more.	વધુ માહિતી માટે અહીં ક્લિક કરો.	[70, 100, 100]	90.0	[-0.6564203729861059, 0.8564305171192773, 0.6070119356946091]	0.2690073599425935
54	“Tax authorities have so far collected around Rs 6,000 crore,” said Pasayat, who with SIT chairman Justice M B Shah supervises the drive against black money by the CBI, Enforcement Directorate, Central Board of Direct Taxes and other agencies.	પસાયતે કહ્યું હતું કે, અત્યાર સુધીમાં કરવેરા સત્તામંડળોએ આશરે રૂ. 6,000 કરોડની વસૂલાત કરી છે. તેમણે એસઆઈટીના ચેરમેન જસ્ટિસ એમ. બી. શાહ સાથે મળીને સીબીઆઈ, એન્ફોર્સમેન્ટ ડિરેક્ટોરેટ, સેન્ટ્રલ બોર્ડ ઓફ ડાયરેક્ટ ટેક્સિસ અને અન્ય એજન્સીઓ દ્વારા કાળા નાણાં સામે હાથ ધરવામાં આવેલી કામગીરીનું નિરીક્ષણ કર્યું હતું.	[70, 90, 100]	86.66666666666667	[-0.6564203729861059, 0.3390614884388078, 0.6070119356946091]	0.09655101704910367
55	But it’s not easy.	પરંતુ તે સરળ નથી.	[80, 100, 100]	93.33333333333333	[-0.037256004568229584, 0.8564305171192773, 0.6070119356946091]	0.47539548274855226
56	In the final state tally, of the seven seats, BJP won 2, Shiv Sena 2 while the NCP bagged one seat.	રાજ્યની સાત બેઠકોમાંથી ભાજપને 2, શિવસેનાને 2 અને એનસીપીને એક બેઠક મળી હતી.	[70, 100, 100]	90.0	[-0.6564203729861059, 0.8564305171192773, 0.6070119356946091]	0.2690073599425935
57	The loss was pegged at `6,000 crore.	6, 000 કરોડનું નુકસાન થયું હતું.	[70, 90, 100]	86.66666666666667	[-0.6564203729861059, 0.3390614884388078, 0.6070119356946091]	0.09655101704910367
58	A delegation led by Ahmed Patel, political secretary to the Congress chief Sonia Gandhi, and Gujarat Congress chief Bharatsinh Solanki met President Pranab Mukherjee and sought his intervention in the matter through the governor.	કોંગ્રેસ અધ્યક્ષ સોનિયા ગાંધીના રાજકીય સચિવ અહેમદ પટેલ અને ગુજરાત કોંગ્રેસના પ્રમુખ ભરતસિંહ સોલંકીના નેતૃત્વમાં એક પ્રતિનિધિમંડળે રાષ્ટ્રપતિ પ્રણવ મુખર્જીને મળીને આ મામલે હસ્તક્ષેપ કરવાની માંગ કરી હતી.	[60, 100, 100]	86.66666666666667	[-1.2755847414039823, 0.8564305171192773, 0.6070119356946091]	0.06261923713663471
59	When teams of Kirti Mandir police station reached Kharwavad, those who had teased the girl had left from the spot.	જ્યારે કીર્તિમંદિર પોલીસ સ્ટેશનની ટીમ ખારવાડ પહોંચી હતી, ત્યારે જે લોકો બાળકીને ચિડવતા હતા તેઓ ત્યાંથી જતા રહ્યા હતા.	[70, 55, 100]	75.0	[-0.6564203729861059, -1.4717301119428354, 0.6070119356946091]	-0.5070461830781107
60	Not only did Amrut Desai pay from the wedding ceremony attended by over 3,000 people, but he also gifted the eight couples with essential household items that they will require to begin a new life.	અમૃત દેસાઇએ લગ્નમાં હાજરી આપી હતી અને 3000થી વધુ લોકોએ આ લગ્નમાં ભાગ લીધો હતો. તેમણે આઠ યુગલોને ઘરની જરૂરી ચીજવસ્તુઓ પણ ભેટમાં આપી હતી.	[65, 100, 100]	88.33333333333333	[-0.9660025571950441, 0.8564305171192773, 0.6070119356946091]	0.1658132985396141
61	"co/giInNz3nx7— Rahul Gandhi (@RahulGandhi) 1598070603000In a sharp reaction to the Congress member's comments, railway minister Piyush Goyal claimed that people within Congress feel that Gandhi was obsessed with the Rafale deal to wash off his father's ""sins""."	રાહુલ ગાંધી (@RahulGandhi) 1598070603000કોંગ્રેસ સભ્યની ટિપ્પણીઓ પર તીખી પ્રતિક્રિયા આપતા રેલવે મંત્રી પિયુષ ગોયલે દાવો કર્યો હતો કે, કોંગ્રેસમાં લોકોને લાગે છે કે, રાહુલ ગાંધી પોતાના પિતાનાં ‘પાપ’ ધોવા માટે રાફેલ સોદાથી પરેશાન છે.	[60, 65, 100]	75.0	[-1.2755847414039823, -0.9543610832623659, 0.6070119356946091]	-0.5409779629905798
62	There is 24-hour power supply, roads are best in the country, no one can question success of welfare schemes.	દેશમાં 24 કલાક વીજળીનો પુરવઠો છે, માર્ગ શ્રેષ્ઠ છે, કલ્યાણકારી યોજનાઓની સફળતા પર કોઈ સવાલ ઉઠાવી શકે તેમ નથી.	[80, 60, 100]	80.0	[-0.037256004568229584, -1.2130455976026007, 0.6070119356946091]	-0.21442988882540703
63	Infosys CEO Vishal Sikka said the first hub, which will open in Indiana in August this year, will create 2,000 jobs by 2021 for American workers .	ઇન્ફોસિસના સીઇઓ વિશાલ સિક્કાએ જણાવ્યું હતું કે, આ વર્ષે ઓગસ્ટમાં ઇન્ડિયાનામાં ખુલ્લું પ્રથમ હબ અમેરિકન કામદારો માટે 2021 સુધીમાં 2,000 રોજગારીનું સર્જન કરશે.	[80, 100, 100]	93.33333333333333	[-0.037256004568229584, 0.8564305171192773, 0.6070119356946091]	0.47539548274855226
64	The Supreme Court had recently ordered restoration of ‘criminal conspiracy’ charges against senior BJP leaders L K Advani, Murli Manohar Joshi and Uma Bharti in Babri Masjid demolition case.	સુપ્રીમ કોર્ટે તાજેતરમાં જ બાબરી મસ્જિદ વિધ્વંસ કેસમાં ભાજપના વરિષ્ઠ નેતાઓ લાલકૃષ્ણ અડવાણી, મુરલી મનોહર જોશી અને ઉમા ભારતી સામે ગુનાહિત ષડયંત્રના આરોપો પુનઃસ્થાપિત કરવાનો આદેશ આપ્યો હતો.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
65	What’s wrong in that?	એમાં ખોટું શું છે?	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
66	Officials said that the prices of onion at the end of July was around Rs6 to Rs7 per kg in the wholesale market, and it has increased to Rs27.50 per kg.	અધિકારીઓએ જણાવ્યું હતું કે, જુલાઈના અંત સુધીમાં ડુંગળીનો ભાવ જથ્થાબંધ બજારમાં આશરે 6 થી 7 રૂપિયા પ્રતિ કિલો હતો અને તે વધીને 27.50 રૂપિયા પ્રતિ કિલો થઈ ગયો છે.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
67	India's first Bullet Train will run at a maximum speed of 350 km per hour and will cover the stretch in under three hours compared to the seven hours now.	ભારતની પ્રથમ બુલેટ ટ્રેન મહત્તમ 350 કિમી પ્રતિ કલાકની ઝડપે દોડશે અને અત્યારે સાત કલાકની સરખામણીમાં ત્રણ કલાકમાં દોડશે.	[70, 100, 100]	90.0	[-0.6564203729861059, 0.8564305171192773, 0.6070119356946091]	0.2690073599425935
68	However, someone has to do that hard work of classification, and that too on a continuous and consistent basis.	પરંતુ કોઈએ વર્ગીકરણની આ મહેનત કરવી પડશે અને તે પણ સતત અને સાતત્યપૂર્ણ રીતે.	[90, 90, 100]	93.33333333333333	[0.5819083638496467, 0.3390614884388078, 0.6070119356946091]	0.5093272626610212
69	All lung transplants in India, except for one, have been performed at private hospitals where the procedure can cost Rs 20-30 lakh or more.	ભારતમાં એક સિવાયના તમામ ફેફસાના ટ્રાન્સપ્લાન્ટ ખાનગી હોસ્પિટલોમાં કરવામાં આવ્યા છે, જ્યાં આ પ્રક્રિયામાં રૂ.	[50, 35, 30]	38.333333333333336	[-1.8947491098218585, -2.5064681693037745, -2.760122818257489]	-2.3871133657943737
70	. . ,” he had said.	એમ તેમણે જણાવ્યું હતું.	[70, 100, 100]	90.0	[-0.6564203729861059, 0.8564305171192773, 0.6070119356946091]	0.2690073599425935
71	"﻿MUMBAI: In a strong pitch for phasing out the government role in top-level appointments at public sector banks, RBI governor Raghuram Rajan on Tuesday suggested empowering their boards to take all major governance decisions freely without having multiple "" constituencies to satisfy ""."	મુંબઈઃજાહેર ક્ષેત્રની બેંકોમાં ટોચના સ્તરની નિમણૂકોમાં સરકારની ભૂમિકાને તબક્કાવાર રીતે નાબૂદ કરવા માટે રિઝર્વ બેંકના ગવર્નર રઘુરામ રાજને મંગળવારે તેમના બોર્ડને તમામ મોટા વહીવટી નિર્ણયો સંતોષવા માટે બહુવિધ ક્ષેત્રો વિના મુક્ત રીતે લેવા માટે સશક્ત બનાવવાની સલાહ આપી હતી.	[90, 55, 50]	65.0	[0.5819083638496467, -1.4717301119428354, -1.7980843171283178]	-0.8959686884071688
72	Six persons have been arrested.	છ લોકોની ધરપકડ કરવામાં આવી છે.	[100, 100, 100]	100.0	[1.2010727322675232, 0.8564305171192773, 0.6070119356946091]	0.8881717283604699
73	Two police teams had been formed to nab the accused.	આરોપીઓને પકડવા માટે પોલીસની બે ટીમો બનાવવામાં આવી હતી.	[100, 100, 80]	93.33333333333333	[1.2010727322675232, 0.8564305171192773, -0.35502656543456174]	0.5674922279840796
